key,B_Index,N_Index,Cl_Index,Conf_id,source_TS_G_hartree,base_log_exists,fallback_log_exists,log_file,log_exists,status,error_type,error,electronic_energy_hartree,gibbs_rrho_hartree,gibbs_qharm_hartree,gibbs_qrrho_hartree,gibbs_full_qrrho_hartree,rrho_g_corr_hartree,qharm_g_corr_hartree,temperature_K,frequency_cutoff_cm_1,n_real_frequencies,n_low_positive_frequencies,min_positive_frequency_cm_1,low_positive_frequencies_cm_1,elapsed_seconds
B_00400_LB_00071_Cl_00492,400,71,492,20,-2664.745345,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00071_Cl_00492_0020.log,True,ok,,,-2665.29551273,-2664.9573806468047,-2664.945140382117,-2664.9475143690174,-2664.954808288344,0.33813208319539256,0.3503723478828436,298.15,100.0,158,15,9.7922,"[9.7922, 19.0443, 20.1317, 21.5894, 30.1452, 35.07, 45.9421, 48.9923, 56.429, 61.2302, 64.4618, 74.8259, 81.7953, 88.8137, 90.9283]",0.7285205000080168
B_00400_LB_00089_Cl_00492,400,89,492,12,-2322.607691,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00089_Cl_00492_0012.log,True,ok,,,-2323.05327756,-2322.7703058580414,-2322.759514197618,-2322.7618565818216,-2322.7678656696917,0.28297170195842025,0.2937633623819236,298.15,100.0,131,12,7.0495,"[7.0495, 11.8928, 22.3916, 29.3236, 32.1109, 41.2918, 55.1481, 59.8254, 68.4634, 72.4466, 89.2203, 94.2146]",0.372336900094524
B_00400_LB_00091_Cl_00492,400,91,492,2,-2285.460706,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00091_Cl_00492_0002.log,True,ok,,,-2285.91073487,-2285.627883992663,-2285.6164374806417,-2285.6190781945756,-2285.6251048333693,0.2828508773368868,0.2942973893583705,298.15,100.0,131,13,7.0721,"[7.0721, 10.2525, 18.5173, 30.7611, 32.326, 38.29, 51.4133, 52.7246, 68.0222, 77.5032, 82.7053, 84.2056, 98.2397]",0.5837872999254614
B_00400_LB_00092_Cl_00492,400,92,492,0,-2437.885272,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00092_Cl_00492_0000.log,True,ok,,,-2438.40260684,-2438.0944429269475,-2438.082556594199,-2438.0854049602144,-2438.0914520332394,0.30816391305252,0.320050245800785,298.15,100.0,143,12,8.6601,"[8.6601, 11.0577, 12.7225, 23.6193, 30.7632, 41.0526, 49.765, 53.5286, 62.4253, 71.5184, 79.7438, 90.9239]",0.3301260001026094
B_00400_LB_00114_Cl_00492,400,114,492,10,-2319.289552,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00114_Cl_00492_0010.log,True,ok,,,-2319.67428128,-2319.440862246247,-2319.4310045393163,-2319.4333064476373,-2319.438459040772,0.23341903375282688,0.24327674068351374,298.15,100.0,116,10,6.1322,"[6.1322, 11.6008, 15.1644, 35.0469, 36.2967, 54.5421, 60.8585, 79.1831, 84.5054, 89.7259]",0.15407220018096268
B_00400_LB_00120_Cl_00492,400,120,492,0,-2671.149218,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00120_Cl_00492_0000.log,True,ok,,,-2671.82432654,-2671.4075558602954,-2671.391546548786,-2671.3951068717715,-2671.403777132278,0.4167706797046208,0.43277999121377436,298.15,100.0,185,18,7.3662,"[7.3662, 16.0259, 19.9853, 21.3919, 23.6534, 26.1223, 30.5604, 33.1225, 40.5209, 46.3293, 57.3529, 58.9153, 65.3747, 67.0904, 72.0055, 75.0208, 84.2206, 95.6322]",0.19093469996005297
B_00400_LB_00121_Cl_00492,400,121,492,0,-2935.262987,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00121_Cl_00492_0000.log,True,ok,,,-2935.71940672,-2935.4353608846413,-2935.424525217888,-2935.4263810795755,-2935.433522272581,0.2840458353584386,0.29488150211164604,298.15,100.0,149,14,9.5506,"[9.5506, 22.9439, 25.355, 32.2952, 34.4542, 44.9434, 47.0569, 54.6808, 56.0113, 57.5273, 69.9997, 76.8292, 86.2158, 88.4763]",0.1992438999004662
B_00400_LB_00122_Cl_00492,400,122,492,10,-2670.018268,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00122_Cl_00492_0010.log,True,ok,,,-2670.6854897,-2670.2796105245598,-2670.2682772217486,-2670.2700546730357,-2670.27766616003,0.4058791754401624,0.41721247825122965,298.15,100.0,179,17,12.7081,"[12.7081, 22.9114, 25.5368, 26.8671, 35.1928, 40.4364, 47.1324, 50.985, 56.6364, 58.3151, 62.9895, 66.4977, 78.142, 86.946, 91.4532, 94.9878, 99.2964]",0.5818266000133008
B_00400_LB_00132_Cl_00492,400,132,492,10,-2455.10219,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00132_Cl_00492_0010.log,True,ok,,,-2455.62720519,-2455.3097437254964,-2455.2986767799434,-2455.3008177531206,-2455.3074482379734,0.3174614645034192,0.32852841005674016,298.15,100.0,146,14,13.282,"[13.282, 18.3277, 22.7993, 26.6115, 32.3691, 37.9134, 46.1337, 51.7144, 58.8652, 63.9085, 70.9776, 80.1379, 89.1168, 89.7753]",0.29960089991800487
B_00400_LB_00139_Cl_00492,400,139,492,0,-2366.6685,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00139_Cl_00492_0000.log,True,ok,,,-2367.21892122,-2366.8194867957427,-2366.810961318333,-2366.8124383280137,-2366.8181911533243,0.39943442425744635,0.4079599016670578,298.15,100.0,164,11,6.7871,"[6.7871, 17.7949, 33.6514, 37.6106, 52.5886, 59.4112, 62.4527, 64.6071, 78.9468, 81.9844, 89.6599]",0.2469486000481993
B_00400_LB_00160_Cl_00456,400,160,456,10,-2829.595175,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00160_Cl_00456_0010.log,True,ok,,,-2829.89637546,-2829.6795962594974,-2829.6741309155013,-2829.6742980773297,-2829.6796911417086,0.21677920050267713,0.22224454449839132,298.15,100.0,110,10,22.4285,"[22.4285, 39.9293, 42.1296, 45.9585, 53.1885, 68.3622, 74.5249, 75.7693, 86.0089, 94.5087]",0.33200969989411533
B_00400_LB_00160_Cl_00457,400,160,457,11,-2354.55869,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00160_Cl_00457_0011.log,True,ok,,,-2354.89688384,-2354.648986508646,-2354.6443281203155,-2354.6444589083612,-2354.649142714163,0.24789733135417474,0.25255571968447216,298.15,100.0,113,8,22.8404,"[22.8404, 32.2412, 44.8614, 52.1615, 65.7629, 75.5919, 85.751, 93.6202]",0.44517170009203255
B_00400_LB_00178_Cl_00535,400,178,535,1,-1927.505678,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00178_Cl_00535_0001.log,True,ok,,,-1928.02037144,-1927.6474150179122,-1927.6414041233647,-1927.641984189679,-1927.6470126825152,0.3729564220878525,0.378967316635295,298.15,100.0,149,10,15.8192,"[15.8192, 27.9568, 35.8709, 48.4816, 57.9734, 60.287, 79.0384, 81.1582, 95.0667, 99.2792]",0.11914690001867712
B_00400_LB_00254_Cl_00483,400,254,483,11,-1965.129794,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00254_Cl_00483_0011.log,True,ok,,,-1965.4180276,-1965.2654603698502,-1965.260691173151,-1965.2611636171214,-1965.2652056553306,0.15256723014980933,0.15733642684903,298.15,100.0,89,7,24.825,"[24.825, 29.5651, 36.078, 55.8589, 65.3315, 74.3752, 85.1314]",0.10827079997397959
B_00400_LB_00292_Cl_00483,400,292,483,11,-1981.170819,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00292_Cl_00483_0011.log,True,ok,,,-1981.44619746,-1981.3059161958188,-1981.3013516820654,-1981.3016364066686,-1981.305794173565,0.14028126418118556,0.1448457779345531,298.15,100.0,86,8,18.5186,"[18.5186, 34.1272, 46.4319, 50.0793, 76.6828, 79.9961, 88.9292, 95.0202]",0.4410045000258833
B_00400_LB_00294_Cl_00492,400,294,492,0,-1856.570852,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00294_Cl_00492_0000.log,True,ok,,,-1856.92012891,-1856.686258395327,-1856.6795471098537,-1856.6807366299352,-1856.685178109903,0.233870514672949,0.24058180014626662,298.15,100.0,107,8,11.1952,"[11.1952, 20.5062, 23.5379, 47.5205, 53.3509, 68.5516, 85.5424, 96.8706]",0.42944670002907515
B_00400_LB_00302_Cl_00479,400,302,479,10,-2156.74658,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00302_Cl_00479_0010.log,True,ok,,,-2157.13905461,-2156.9391291694183,-2156.9324571015795,-2156.93356766795,-2156.938170507882,0.19992544058195955,0.20659750842051827,298.15,100.0,110,9,14.2973,"[14.2973, 19.7855, 32.8915, 44.3513, 58.443, 62.5677, 69.5524, 78.5807, 97.7928]",0.5552964999806136
B_00400_LB_00302_Cl_00483,400,302,483,1,-1981.144476,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00302_Cl_00483_0001.log,True,ok,,,-1981.41603567,-1981.2769754732824,-1981.2714685784995,-1981.272175208896,-1981.2764007386081,0.13906019671746045,0.14456709150042457,298.15,100.0,86,9,9.881,"[9.881, 39.0572, 40.6389, 44.7288, 68.5483, 77.0065, 84.219, 91.3787, 98.1041]",0.16078099980950356
B_00400_LB_00306_Cl_00483,400,306,483,1,-1981.155824,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00306_Cl_00483_0001.log,True,ok,,,-1981.42823466,-1981.288142735162,-1981.283268622279,-1981.28363216231,-1981.2878778722672,0.14009192483816646,0.14496603772123584,298.15,100.0,86,8,21.1059,"[21.1059, 26.9426, 47.9098, 56.4174, 58.4406, 67.0701, 94.3191, 96.3317]",0.424854600103572
B_00400_LB_00306_Cl_00485,400,306,485,0,-2003.155983,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00306_Cl_00485_0000.log,True,ok,,,-2003.46333831,-2003.3096128824104,-2003.3030058814802,-2003.3041530408955,-2003.3084674135669,0.15372542758949848,0.16033242851970683,298.15,100.0,92,7,16.0367,"[16.0367, 18.9643, 28.3617, 35.662, 44.6319, 73.5635, 86.0441]",0.377674899995327
B_00400_LB_00336_Cl_00492,400,336,492,0,-1727.672117,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00336_Cl_00492_0000.log,True,ok,,,-1727.94596613,-1727.7642134303778,-1727.7571982229922,-1727.7586373290733,-1727.762765473046,0.18175269962213592,0.18876790700770688,298.15,100.0,89,8,8.6829,"[8.6829, 16.1172, 27.0614, 44.5201, 62.5677, 63.5891, 88.5855, 94.9421]",0.2888166999910027
B_00400_LB_00366_Cl_00483,400,366,483,11,-2363.547838,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00366_Cl_00483_0011.log,True,ok,,,-2363.8914875,-2363.6913062230965,-2363.6847014212576,-2363.685485432761,-2363.6906806953607,0.20018127690376808,0.2067860787422386,298.15,100.0,113,10,21.5303,"[21.5303, 25.819, 34.4461, 40.1809, 51.9449, 58.5174, 65.6581, 76.6497, 79.1445, 92.3915]",0.27336460002698004
B_00400_LB_00377_Cl_00479,400,377,479,0,-2145.792133,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00377_Cl_00479_0000.log,True,ok,,,-2146.21490439,-2145.978132392466,-2145.9713294838557,-2145.9723863752606,-2145.9771235494013,0.23677199753425598,0.24357490614428082,298.15,100.0,119,9,14.2667,"[14.2667, 16.3986, 35.5279, 45.4161, 48.7919, 65.4046, 75.9461, 80.8337, 94.9635]",0.43830719985999167
B_00400_LB_00377_Cl_00483,400,377,483,10,-1970.191582,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00377_Cl_00483_0010.log,True,ok,,,-1970.49590564,-1970.317248619179,-1970.3124547290988,-1970.3130708898989,-1970.3167853009809,0.17865702082104573,0.18345091090115673,298.15,100.0,95,7,15.0473,"[15.0473, 33.3987, 42.0219, 51.0361, 69.0227, 82.2383, 97.7876]",0.5426463999319822
B_00400_LB_00377_Cl_00485,400,377,485,0,-1992.194629,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00377_Cl_00485_0000.log,True,ok,,,-1992.53324422,-1992.3400370733223,-1992.3339680250308,-1992.3351125842114,-1992.3389960419665,0.19320714667771027,0.19927619496909038,298.15,100.0,101,7,13.4448,"[13.4448, 21.0923, 29.5698, 44.2497, 60.2013, 80.3143, 85.9125]",0.5189702999778092
B_00400_LB_00384_Cl_00483,400,384,483,10,-2081.374531,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00400_Nu_00384_Cl_00483_0010.log,True,ok,,,-2081.65404063,-2081.4956645166235,-2081.4907181946437,-2081.4912839346234,-2081.4952818610936,0.158376113376491,0.1633224353565364,298.15,100.0,92,8,21.3633,"[21.3633, 25.0914, 44.62, 49.3883, 67.5395, 73.7215, 91.5543, 94.17]",0.1736316999886185
B_00401_LB_00085_Cl_00493,401,85,493,0,-1572.771745,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00085_Cl_00493_0000.log,True,ok,,,-1573.37929475,-1572.8980081810112,-1572.893724681913,-1572.8944223177082,-1572.8978452676931,0.48128656898890176,0.48557006808705083,298.15,100.0,173,4,16.3694,"[16.3694, 21.7232, 46.9466, 62.1258]",0.1749456999823451
B_00401_LB_00141_Cl_00480,401,141,480,0,-2154.461762,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00141_Cl_00480_0000.log,True,ok,,,-2154.61156475,-2154.5185686320065,-2154.512240524448,-2154.5134065800817,-2154.517395549519,0.09299611799372184,0.09932422555243121,298.15,100.0,68,8,14.1866,"[14.1866, 25.6406, 27.3805, 46.1684, 53.9743, 68.6263, 77.6767, 88.0569]",0.058834899915382266
B_00401_LB_00141_Cl_00483,401,141,483,0,-2099.086196,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00141_Cl_00483_0000.log,True,ok,,,-2099.21499343,-2099.1406307157336,-2099.133609215774,-2099.1351335620197,-2099.1390836356954,0.07436271426662079,0.08138421422622627,298.15,100.0,62,8,14.6658,"[14.6658, 16.2725, 20.9054, 42.2075, 54.6295, 66.2727, 79.9914, 91.6331]",0.2634651002008468
B_00401_LB_00141_Cl_00492,401,141,492,0,-1969.663026,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00141_Cl_00492_0000.log,True,ok,,,-1969.79169796,-1969.713692546226,-1969.7068416228383,-1969.708429728396,-1969.71200708367,0.0780054137740001,0.08485633716174912,298.15,100.0,59,7,10.0988,"[10.0988, 17.5424, 23.6309, 45.9298, 53.2742, 76.9773, 85.248]",0.14637560001574457
B_00401_LB_00143_Cl_00478,401,143,478,1,-1582.331898,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00143_Cl_00478_0001.log,True,ok,,,-1582.59043536,-1582.4655415817476,-1582.4592502046587,-1582.4602091263355,-1582.4645481616676,0.12489377825230118,0.13118515534115327,298.15,100.0,77,9,14.8699,"[14.8699, 23.3062, 28.9011, 46.5883, 55.9908, 71.6439, 78.7731, 86.1621, 95.3]",0.21125509985722601
B_00401_LB_00143_Cl_00480,401,143,480,11,-2133.262101,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00143_Cl_00480_0011.log,True,ok,,,-2133.48629722,-2133.3801849428924,-2133.3740197576135,-2133.3746744112295,-2133.3795428651347,0.10611227710773555,0.11227746238637862,298.15,100.0,77,9,20.9165,"[20.9165, 26.8198, 39.465, 43.15, 47.0126, 61.7093, 65.976, 82.368, 91.4757]",0.1229522000066936
B_00401_LB_00143_Cl_00481,401,143,481,0,-1575.242627,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00143_Cl_00481_0000.log,True,ok,,,-1575.43108218,-1575.3340274449263,-1575.3281387915222,-1575.3287992295354,-1575.333318602443,0.0970547350736589,0.10294338847771137,298.15,100.0,68,9,20.3733,"[20.3733, 24.8149, 30.1784, 44.8901, 54.7743, 71.555, 79.3114, 88.5974, 98.4427]",0.40464790002442896
B_00401_LB_00143_Cl_00483,401,143,483,0,-2077.887187,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00143_Cl_00483_0000.log,True,ok,,,-2078.09119705,-2078.0037528933985,-2077.996588959841,-2077.997776748238,-2078.002564089087,0.08744415660159233,0.09460809015895535,298.15,100.0,71,9,15.3306,"[15.3306, 17.1877, 26.5877, 38.6557, 49.5072, 63.6347, 70.3657, 89.1855, 89.3463]",0.14983180002309382
B_00401_LB_00143_Cl_00486,401,143,486,0,-1531.490153,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00143_Cl_00486_0000.log,True,ok,,,-1531.8121186,-1531.6276386865898,-1531.620797992042,-1531.62197427627,-1531.626373123288,0.18447991341029812,0.19132060795804173,298.15,100.0,92,8,12.2906,"[12.2906, 21.169, 27.8998, 42.4665, 51.5503, 64.2677, 71.5408, 92.5166]",0.3187438999302685
B_00401_LB_00143_Cl_00490,401,143,490,0,-1436.697759,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00143_Cl_00490_0000.log,True,ok,,,-1436.86964077,-1436.7927407225482,-1436.785343978633,-1436.7870149841403,-1436.7909940485592,0.07690004745168841,0.08429679136708183,298.15,100.0,59,8,3.9987,"[3.9987, 22.6691, 26.5578, 45.9226, 59.723, 74.0552, 84.3789, 91.2876]",0.34294240013696253
B_00401_LB_00143_Cl_00492,401,143,492,1,-1948.464534,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00143_Cl_00492_0001.log,True,ok,,,-1948.66833198,-1948.5777961858078,-1948.5701923220417,-1948.5717743846067,-1948.5761376456758,0.09053579419218938,0.09813965795825144,298.15,100.0,68,8,10.265,"[10.265, 12.9964, 23.702, 43.5757, 47.0341, 67.7025, 76.3311, 89.9226]",0.18065669992938638
B_00401_LB_00152_Cl_00498,401,152,498,0,-1892.145371,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00152_Cl_00498_0000.log,True,ok,,,-1892.75805409,-1892.290055165243,-1892.283392516793,-1892.284379855675,-1892.289388335721,0.46799892475706667,0.4746615732071815,298.15,100.0,176,9,17.4046,"[17.4046, 25.6893, 33.4259, 42.9512, 48.7385, 62.1966, 66.8256, 69.3161, 90.0274]",0.36390739982016385
B_00401_LB_00152_Cl_00584,401,152,584,0,-1457.862716,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00152_Cl_00584_0000.log,True,ok,,,-1458.34022719,-1457.9752433768463,-1457.9690984091087,-1457.9703212770153,-1457.9742233920797,0.36498381315365913,0.3711287808911971,298.15,100.0,143,7,14.1856,"[14.1856, 20.507, 30.6979, 41.814, 49.8506, 86.7364, 88.1024]",0.19011930003762245
B_00401_LB_00152_Cl_00608,401,152,608,12,-1854.37433,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00152_Cl_00608_0012.log,True,ok,,,-1854.99385901,-1854.5301413137893,-1854.5234264935145,-1854.5238071436556,-1854.5300831524753,0.4637176962107572,0.4704325164854964,298.15,100.0,179,12,20.9658,"[20.9658, 32.4196, 33.5484, 45.4401, 52.928, 57.4215, 61.187, 70.266, 75.6245, 83.9944, 92.8414, 95.4681]",0.5482804998755455
B_00401_LB_00160_Cl_00457,401,160,457,2,-2280.190324,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00160_Cl_00457_0002.log,True,ok,,,-2280.53943164,-2280.290903524502,-2280.285960676841,-2280.286456420131,-2280.2906020454243,0.24852811549825005,0.25347096315894024,298.15,100.0,113,8,21.1067,"[21.1067, 31.7665, 32.669, 55.1293, 62.4474, 75.9385, 90.0808, 98.697]",0.12327359989285469
B_00401_LB_00160_Cl_00585,401,160,585,10,-1289.585423,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00160_Cl_00585_0010.log,True,ok,,,-1289.96706725,-1289.7062551610575,-1289.7018188722354,-1289.7024941567831,-1289.7058398903196,0.2608120889424621,0.2652483777643929,298.15,100.0,110,6,18.3952,"[18.3952, 29.1401, 38.5079, 57.2343, 83.432, 88.9865]",0.14183769980445504
B_00401_LB_00171_Cl_00474,401,171,474,12,-1575.593841,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00474_0012.log,True,ok,,,-1576.16788262,-1575.7455547254988,-1575.7398149423484,-1575.7405514229372,-1575.7451665770216,0.4223278945012795,0.4280676776515905,298.15,100.0,164,9,16.3672,"[16.3672, 26.4938, 34.3625, 52.2045, 60.5117, 75.8704, 77.6148, 84.8286, 92.4728]",0.305130299879238
B_00401_LB_00171_Cl_00477,401,171,477,13,-1872.520291,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00477_0013.log,True,ok,,,-1873.08853853,-1872.6760748995678,-1872.6674791435198,-1872.669580288323,-1872.6741692266307,0.41246363043234024,0.42105938648023256,298.15,100.0,161,9,8.47,"[8.47, 11.3245, 15.5371, 31.9157, 54.0783, 71.4594, 74.1647, 82.7688, 93.0917]",0.18269469984807074
B_00401_LB_00171_Cl_00478,401,171,478,12,-1504.184425,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00478_0012.log,True,ok,,,-1504.75790246,-1504.3402521656571,-1504.3336007512828,-1504.334818016276,-1504.3392519694157,0.41765029434289536,0.4243017087171219,298.15,100.0,161,9,15.2403,"[15.2403, 20.0808, 21.2283, 41.5324, 58.3137, 75.4232, 79.4135, 88.2273, 99.5584]",0.16120690014213324
B_00401_LB_00171_Cl_00481,401,171,481,0,-1497.093164,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00481_0000.log,True,ok,,,-1497.59658402,-1497.2064877926255,-1497.1994673661184,-1497.2008463604736,-1497.2053389757414,0.3900962273745553,0.3971166538816242,298.15,100.0,152,8,11.0179,"[11.0179, 16.7364, 26.0049, 39.1703, 49.7004, 75.0244, 85.3698, 93.739]",0.4593525999225676
B_00401_LB_00171_Cl_00490,401,171,490,12,-1358.548193,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00490_0012.log,True,ok,,,-1359.03842892,-1358.6672179270086,-1358.6615289390436,-1358.6625257102023,-1358.6664673395494,0.37121099299130167,0.3768999809562222,298.15,100.0,143,7,12.5784,"[12.5784, 22.7589, 32.5537, 55.528, 63.945, 73.7781, 94.6429]",0.26759400009177625
B_00401_LB_00171_Cl_00497,401,171,497,15,-1378.388481,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00497_0015.log,True,ok,,,-1379.02095718,-1378.5341178377757,-1378.5291899271322,-1378.5297057532127,-1378.5339238323295,0.4868393422242858,0.49176725286790207,298.15,100.0,176,8,26.3094,"[26.3094, 31.3711, 38.5069, 45.3478, 52.5648, 76.0351, 91.2818, 98.2427]",0.250516600208357
B_00401_LB_00171_Cl_00499,401,171,499,10,-1298.602736,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00499_0010.log,True,ok,,,-1299.15085675,-1298.7431460105383,-1298.737950096219,-1298.73861258916,-1298.7427420925658,0.40771073946157366,0.4129066537810523,298.15,100.0,152,7,14.4978,"[14.4978, 29.3682, 40.1353, 48.2888, 68.2419, 75.4743, 91.6862]",0.17887369985692203
B_00401_LB_00171_Cl_00554,401,171,554,0,-1488.319103,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00554_0000.log,True,ok,,,-1488.90976942,-1488.463462932077,-1488.4567978234322,-1488.4578937252484,-1488.4625951094083,0.4463064879230668,0.4529715965677066,298.15,100.0,167,8,14.3395,"[14.3395, 24.3123, 36.2698, 38.0322, 53.4346, 57.0777, 69.4519, 79.7046]",0.2151128000114113
B_00401_LB_00171_Cl_00606,401,171,606,0,-1335.740969,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00606_0000.log,True,ok,,,-1336.27610785,-1335.8639623010947,-1335.8608620981565,-1335.8608534930693,-1335.8643615544302,0.41214554890539795,0.41524575184338763,298.15,100.0,152,6,25.8935,"[25.8935, 44.8476, 60.2301, 66.9828, 78.9169, 98.2178]",0.4712444997858256
B_00401_LB_00171_Cl_00608,401,171,608,0,-1855.550631,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00171_Cl_00608_0000.log,True,ok,,,-1856.1880028,-1855.7036228117238,-1855.6964331133433,-1855.6971126424908,-1855.7033014106692,0.4843799882762554,0.4915696866566356,298.15,100.0,185,12,16.9608,"[16.9608, 22.5005, 33.4375, 42.4771, 49.4588, 56.6131, 65.032, 76.5728, 77.5988, 85.6917, 93.7265, 97.9827]",0.19770060013979673
B_00401_LB_00193_Cl_00493,401,193,493,11,-1330.060797,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00193_Cl_00493_0011.log,True,ok,,,-1330.49736145,-1330.1875137068496,-1330.1821021975475,-1330.1828779942489,-1330.186931756753,0.30984774315032904,0.31525925245254866,298.15,100.0,125,8,19.8439,"[19.8439, 29.882, 34.4163, 46.4466, 59.2525, 72.9398, 80.006, 94.163]",0.16054919990710914
B_00401_LB_00261_Cl_00493,401,261,493,1,-1463.222058,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00261_Cl_00493_0001.log,True,ok,,,-1463.66901727,-1463.3638252428839,-1463.3587167001483,-1463.359002371712,-1463.363721704659,0.30519202711620924,0.3103005698518385,298.15,100.0,128,8,26.0425,"[26.0425, 32.6685, 35.7891, 46.6284, 54.6657, 69.273, 82.5963, 95.8167]",0.678602300118655
B_00401_LB_00263_Cl_00493,401,263,493,10,-1237.591288,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00401_Nu_00263_Cl_00493_0010.log,True,ok,,,-1238.02249389,-1237.7272519131602,-1237.7226331822217,-1237.723186026949,-1237.7269481030573,0.29524197683986836,0.29986070777840146,298.15,100.0,119,7,27.452,"[27.452, 28.8773, 42.2842, 56.278, 58.6502, 74.312, 87.2864]",0.36625980003736913
